,loss,accuracy,epoch
0,0.5988835096359253,0.7726642489433289,1
1,0.35302525758743286,0.8584982752799988,2
2,0.3121131658554077,0.8733293414115906,3
3,0.2938266098499298,0.8780733942985535,4
4,0.28296688199043274,0.8812571167945862,5
5,0.27268287539482117,0.8831011056900024,6
6,0.2680106461048126,0.8846299052238464,7
7,0.26082566380500793,0.8847875595092773,8
8,0.25893262028694153,0.8870728611946106,9
9,0.2538347840309143,0.8877190947532654,10
10,0.250823438167572,0.8898310661315918,11
11,0.2494499236345291,0.8891533017158508,12
12,0.2480366975069046,0.8903511762619019,13
13,0.24405698478221893,0.890950083732605,14
14,0.24330560863018036,0.891596257686615,15
15,0.2406398206949234,0.891596257686615,16
16,0.240800678730011,0.8912810683250427,17
17,0.2359853833913803,0.8933772444725037,18
18,0.23682361841201782,0.8925261497497559,19
19,0.23581448197364807,0.893125057220459,20
20,0.23624226450920105,0.8942126035690308,21
21,0.23382626473903656,0.8939919471740723,22
22,0.23127003014087677,0.8950321674346924,23
23,0.2308187633752823,0.8954892158508301,24
24,0.22973740100860596,0.895536482334137,25
25,0.22899438440799713,0.8955680131912231,26
26,0.22967296838760376,0.8965137004852295,27
27,0.22955723106861115,0.8958359360694885,28
28,0.2270057648420334,0.8960251212120056,29
29,0.22533446550369263,0.8965609669685364,30
30,0.22491736710071564,0.8963875770568848,31
31,0.22485649585723877,0.8958832621574402,32
32,0.22535453736782074,0.896293044090271,33
33,0.223554328083992,0.8966397643089294,34
34,0.2237299382686615,0.8977903127670288,35
35,0.2234855741262436,0.8974120616912842,36
36,0.22406606376171112,0.8963087797164917,37
37,0.22274228930473328,0.8972071409225464,38
38,0.22296400368213654,0.896734356880188,39
39,0.22131554782390594,0.8963718414306641,40
40,0.21933101117610931,0.8977272510528564,41
41,0.2209092229604721,0.8970653414726257,42
42,0.2217855602502823,0.8964033722877502,43
43,0.21965676546096802,0.8977272510528564,44
44,0.21821840107440948,0.898026704788208,45
45,0.21839453279972076,0.8990669250488281,46
46,0.21755419671535492,0.8979006409645081,47
47,0.21806944906711578,0.8983104228973389,48
48,0.21877001225948334,0.8980582356452942,49
49,0.2177976369857788,0.8967658281326294,50
50,0.21701325476169586,0.8988620638847351,51
51,0.21799227595329285,0.8982316255569458,52
52,0.21873503923416138,0.8977903127670288,53
53,0.21844737231731415,0.898341953754425,54
54,0.21604782342910767,0.8979794383049011,55
55,0.21643175184726715,0.8993191123008728,56
56,0.220082625746727,0.8971914052963257,57
57,0.21645870804786682,0.8979163765907288,58
58,0.2157735526561737,0.8988620638847351,59
59,0.2165570706129074,0.8989251255989075,60
60,0.2154967337846756,0.8986256718635559,61
61,0.2143833339214325,0.8982946872711182,62
62,0.21594226360321045,0.896813154220581,63
63,0.21514353156089783,0.8986098766326904,64
64,0.21602976322174072,0.8976169228553772,65
65,0.21461614966392517,0.8985783457756042,66
66,0.21741649508476257,0.8981212973594666,67
67,0.21478185057640076,0.899145781993866,68
68,0.2135591059923172,0.900438129901886,69
69,0.21310020983219147,0.9004066586494446,70
70,0.2122536301612854,0.8991772532463074,71
71,0.21714459359645844,0.8987360000610352,72
72,0.21549570560455322,0.9001386761665344,73
73,0.21489781141281128,0.8987202048301697,74
74,0.21545052528381348,0.8983892202377319,75
75,0.21374757587909698,0.8988777995109558,76
76,0.21371015906333923,0.898909330368042,77
77,0.21600966155529022,0.8990196585655212,78
78,0.21223042905330658,0.8981370329856873,79
79,0.212354376912117,0.8975223898887634,80
