,loss,accuracy,epoch
0,0.6198036074638367,0.7529157996177673,1
1,0.4561275243759155,0.8088670969009399,2
2,0.41182833909988403,0.824769914150238,3
3,0.38296282291412354,0.8354400396347046,4
4,0.35440269112586975,0.8493726849555969,5
5,0.33187562227249146,0.8572847247123718,6
6,0.32032519578933716,0.8624070286750793,7
7,0.3085882067680359,0.865921676158905,8
8,0.2982904016971588,0.868333101272583,9
9,0.2919357419013977,0.8712173700332642,10
10,0.28624388575553894,0.8732032775878906,11
11,0.2802373766899109,0.8755201101303101,12
12,0.2756734788417816,0.8762924075126648,13
13,0.2701056897640228,0.8791293501853943,14
14,0.2691482901573181,0.879381537437439,15
15,0.2635008692741394,0.8811309933662415,16
16,0.25987768173217773,0.8810994625091553,17
17,0.2572901248931885,0.8833217620849609,18
18,0.2548952102661133,0.8833375573158264,19
19,0.2550625503063202,0.8834951519966125,20
20,0.25317394733428955,0.8837315440177917,21
21,0.25153350830078125,0.8840467929840088,22
22,0.2469259351491928,0.8866788744926453,23
23,0.2470727264881134,0.8867418766021729,24
24,0.24528735876083374,0.8868522047996521,25
25,0.24387919902801514,0.8880185484886169,26
26,0.2444310337305069,0.8868206739425659,27
27,0.24246452748775482,0.8873565793037415,28
28,0.2396559864282608,0.8873250484466553,29
29,0.24049794673919678,0.8875299692153931,30
30,0.23912857472896576,0.8887908458709717,31
31,0.23901969194412231,0.88822340965271,32
32,0.23589132726192474,0.8909816145896912,33
33,0.23525938391685486,0.8908397555351257,34
34,0.23480314016342163,0.8901462554931641,35
35,0.2346450537443161,0.8887750506401062,36
36,0.23291316628456116,0.8905718326568604,37
37,0.23257948458194733,0.8912968039512634,38
38,0.23143285512924194,0.8910761475563049,39
39,0.23203060030937195,0.8917853832244873,40
40,0.2304474264383316,0.892116367816925,41
41,0.23044733703136444,0.8916908502578735,42
42,0.2301700860261917,0.8929832577705383,43
43,0.22947213053703308,0.8921321630477905,44
44,0.22834186255931854,0.8938342928886414,45
45,0.22740386426448822,0.8928256034851074,46
46,0.22691196203231812,0.8934245109558105,47
47,0.22735382616519928,0.8927940726280212,48
48,0.22574247419834137,0.892998993396759,49
49,0.22573339939117432,0.8937870264053345,50
50,0.22457845509052277,0.8933457136154175,51
51,0.22524860501289368,0.8935033679008484,52
52,0.22438950836658478,0.8940234780311584,53
53,0.22284407913684845,0.8938658237457275,54
54,0.2238118052482605,0.8951424956321716,55
55,0.2230094075202942,0.8936766982078552,56
56,0.22313502430915833,0.893203854560852,57
57,0.22185133397579193,0.894007682800293,58
58,0.22231148183345795,0.8934245109558105,59
59,0.22264006733894348,0.8950006365776062,60
60,0.22239312529563904,0.8945750594139099,61
61,0.22064067423343658,0.8955207467079163,62
62,0.2204713374376297,0.8946381211280823,63
63,0.22051186859607697,0.8958359360694885,64
64,0.22025170922279358,0.8949218392372131,65
65,0.22179889678955078,0.8950794339179993,66
66,0.21980835497379303,0.8946065902709961,67
67,0.21981583535671234,0.894007682800293,68
68,0.2191288024187088,0.89444899559021,69
69,0.2192791849374771,0.8951267004013062,70
70,0.21715641021728516,0.8960093259811401,71
71,0.21877026557922363,0.8951109647750854,72
72,0.22006657719612122,0.8945120573043823,73
73,0.2176869809627533,0.8960093259811401,74
74,0.21826303005218506,0.895851731300354,75
75,0.2172357439994812,0.89444899559021,76
76,0.21759232878684998,0.8969864845275879,77
77,0.21751682460308075,0.8964821696281433,78
78,0.21698124706745148,0.8956468105316162,79
79,0.21744874119758606,0.8955049514770508,80
